# Wavelength[nm]	g'	r'	Asahi i	z_s
350.5	0.000774432	0.000472297	-2.78E-06	5.34E-05
350	0.000740447	0.000506667	4.72E-05	6.47E-05
349.5	0.000591206	0.000376341	0.000195939	-1.94E-05
349	0.000665088	0.000515214	-6.61E-05	0.000115414
348.5	0.000703038	0.000491972	-3.36E-05	7.23E-05
348	0.00072732	0.000498102	-0.000167283	0.000208207
347.5	0.000674887	0.000430572	2.89E-05	1.90E-05
347	0.000733163	0.000523569	-2.96E-05	0.000111883
346.5	0.000686961	0.000546968	2.12E-05	8.04E-05
346	0.000736061	0.000582119	-0.000105276	0.000110502
345.5	0.000711798	0.000422079	3.04E-05	8.40E-05
345	0.000734251	0.000524374	-5.46E-05	3.79E-05
344.5	0.000655019	0.000537049	-0.000126753	-4.32E-05
344	0.000681108	0.000521123	-9.66E-05	6.95E-05
343.5	0.000688907	0.000470731	0.000264064	-2.30E-05
343	0.000690641	0.000495788	-4.76E-06	5.93E-05
342.5	0.000699816	0.000601237	0.000294098	0.000111371
342	0.000573734	0.000463458	0.000170188	5.50E-05
341.5	0.000635629	0.000456792	-1.75E-05	0.000105623
341	0.000616991	0.000544145	-3.26E-06	0.000232959
340.5	0.000741445	0.00066302	3.47E-07	0.000320517
340	0.00069555	0.000602888	0.000254324	0.00034473
339.5	0.000679514	0.000698005	7.27E-05	0.000312411
339	0.000742057	0.000762703	6.62E-05	0.000336874
338.5	0.00060185	0.000717608	-0.000151017	0.000491068
338	0.000671617	0.000687829	9.97E-05	0.00052515
337.5	0.000633807	0.000610065	0.000110217	0.000596206
337	0.000724796	0.000587955	-0.000333436	0.000579523
336.5	0.000742131	0.000607147	-3.15E-05	0.000524782
336	0.000650743	0.000641467	0.000169952	0.000534223
335.5	0.000710524	0.00074449	0.000390656	0.000514529
335	0.000682208	0.00077709	-0.000178873	0.001621213
334.5	0.000730956	0.000824653	5.92E-06	0.00482409
334	0.000735817	0.000681033	3.49E-05	0.009233011
333.5	0.000680326	0.000595485	0.000387715	0.01452775
333	0.000633165	0.000847691	0.000115516	0.017961597
332.5	0.000712842	0.001434846	1.14E-05	0.018428706
332	0.000746399	0.002008488	-1.22E-05	0.015845949
331.5	0.000734819	0.00278403	-6.59E-05	0.012807155
331	0.000723725	0.003028161	9.65E-06	0.009915473
330.5	0.000755676	0.0024688	-0.000108799	0.010491475
330	0.000613472	0.001998707	-2.49E-05	0.012904784
329.5	0.000616991	0.00130288	0.000126854	0.015558266
329	0.000733345	0.000939812	0.000160001	0.017969973
328.5	0.000626548	0.000632031	-0.000129795	0.017686518
328	0.000619105	0.000579527	6.91E-05	0.016566925
327.5	0.000615505	0.000546452	-4.00E-05	0.015023153
327	0.000613231	0.000479383	-9.25E-05	0.013286635
326.5	0.000663908	0.000490497	1.68E-05	0.012394079
326	0.000689893	0.000484517	5.20E-05	0.010754248
325.5	0.000646885	0.000494196	0.000116436	0.009803643
325	0.000659576	0.000473908	0.000134092	0.00949249
324.5	0.000648583	0.000516552	7.83E-05	0.011892488
324	0.000578867	0.000437318	-2.62E-05	0.0151346
323.5	0.000663067	0.000441898	0.000144836	0.017464643
323	0.000710252	0.000560502	4.19E-05	0.018937983
322.5	0.000713971	0.000497919	0.000106572	0.015891081
322	0.000709607	0.000486897	-0.000153066	0.011173795
321.5	0.000665721	0.000478649	4.74E-05	0.007014247
321	0.000628991	0.000442644	1.34E-05	0.003868425
320.5	0.000617279	0.000440094	0.000120327	0.005201797
320	0.000680026	0.000479396	9.53E-05	0.00906626
319.5	0.000582502	0.000461289	0.000144124	0.013280306
319	0.000668889	0.000555188	-2.20E-05	0.017068353
318.5	0.000695654	0.000438414	0.000123499	0.01715917
318	0.000594506	0.000455664	0.000101076	0.014220892
317.5	0.000709074	0.000501238	-0.000109168	0.010472367
317	0.000632438	0.000572804	0.000178617	0.006021325
316.5	0.000636431	0.000615393	-5.27E-07	0.004742002
316	0.000664933	0.00072784	-6.60E-05	0.010790128
315.5	0.000595179	0.000860863	1.18E-05	0.021370163
315	0.000634918	0.000924256	0.000183055	0.032431677
314.5	0.000649731	0.000937972	-0.00018102	0.04185779
314	0.00063186	0.000931284	0.000180596	0.040703084
313.5	0.000681269	0.000795988	0.000268745	0.030986004
313	0.000706407	0.00064759	4.32E-05	0.01977917
312.5	0.000620281	0.00060874	8.61E-05	0.010623574
312	0.000665367	0.000605345	5.13E-05	0.005588798
311.5	0.000576031	0.000499949	0.000117249	0.006749971
311	0.00064112	0.000490325	6.38E-05	0.008094083
310.5	0.000650144	0.000504274	0.000376089	0.008090135
310	0.000635483	0.000477233	0.000116333	0.007553911
309.5	0.000662065	0.000506373	0.000209419	0.006797678
309	0.000672725	0.000528033	-5.59E-05	0.006618456
308.5	0.000605717	0.000520518	0.000134791	0.008854994
308	0.00065028	0.000531667	4.57E-05	0.011899306
307.5	0.000600966	0.000544371	0.000324185	0.013803743
307	0.000648936	0.000505888	8.44E-05	0.013731766
306.5	0.000706257	0.000586838	0.000234354	0.011768952
306	0.000610336	0.000476073	9.43E-05	0.00875861
305.5	0.000682824	0.000514767	-1.63E-05	0.006774011
305	0.000629361	0.000494504	0.000371929	0.005798061
304.5	0.000636249	0.000496115	-0.000190224	0.005674376
304	0.000607331	0.000505064	-1.37E-05	0.006250864
303.5	0.000588062	0.000446056	2.60E-05	0.006374643
303	0.000605689	0.000502949	7.17E-07	0.005423905
302.5	0.000631068	0.000498018	0.000100213	0.004342514
302	0.000673847	0.000489724	8.40E-06	0.003182705
301.5	0.000592797	0.000452819	0.000119953	0.001868969
301	0.000598716	0.000440293	1.00E-05	0.001399894
300.5	0.000611489	0.000478363	-3.15E-05	0.001167804
300	0.000586484	0.000450955	-0.000112564	0.001104904
