This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Fri Jan 28 03:45:42 2022
Filter Values: stellar_teff lessThan 4000; planet_radius lessThan 5; tfopwg_disposition notContains FP

"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ACWG ESM","ACWG TSM","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Stellar Mass (M_Sun)","Stellar Mass error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"303883880","3221.01","","3","4","3","3","1","4","4","44.3","146.3","0","0","0","PC","PC","13.3733","0.028","1","qlp","QLP","177.688743","-62.75265","-5.306","0.03","0.549","0.027","2458622.243141","0.0037137","0.8968745","0.0001146","2.578","0.244","12.0971","0.0141","11080","12.9869","","","","","19","2275.78","102.235","","","","","","","","","","","10,11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"289100911","3584.01","","3","4","4","3","2","4","4","56.9","143.6","3","0","1","PC","PC","12.4109","0.006","1","qlp","QLP","314.895418","52.396108","18.217","2.155","-4.542","2.155","2458761.602894","0.0012132","2.7568438","0.0001393","2.255","0.146","10.879113","0.005292","9970","4.87417","","","","","47","359.363","","","","","","","","","","","","15,16","found in faint-star QLP search","2021-06-23","2021-06-23","2022-01-11"
"103633434","1235.01","","1","4","1","1","4","4","4","4.8","140.1","4","6","10","CP","CP","9.91924","0.007","1","qlp","SPOC","152.218255","69.27662","196.631","0.04","17.369","0.047","2459444.897093","0.0021625","3.4446778","0.0000167","2.274","0.225","0.619046","0.152056","570","140.039","3.14106","0.824825","749.295","1457","24","39.6345","0.0478","3912","157","4.62642","0.0114063","0.63","0.02","","","0.611578","0.0202794","14,20,21,40,41","TOI-1235 b","2019-10-17","2021-11-23","2021-12-07"
"145879095","616.01","","3","4","3","3","3","4","4","78.2","138.6","4","0","1","PC","PC","9.9794","0.01","1","spoc","UNKNOWN","132.873965","-51.328222","-0.759","0.051","2.831","0.045","2459283.310289","0.0010808217","2.8054979831766","0.0000942574","2.8374789103663","0.05366618","3.277815","0.065847","3014.4263122135","60.64534","","","659.18818111988","1292.3260616287","38.715057","862.802","21.11","","","","","","","","","","","8,9,35,36","transiting object might be too big; no stellar radius in spoc report; Gaia Rs = 4.24 Rsun","2019-04-01","2021-10-05","2021-10-29"
"285048486","1728.01","","3","5","5","3","4","4","4","30.3","138","6","3","2","PC","CP","10.7921","0.007","1","spoc","SPOC","120.611679","64.797153","104.078","0.044","52.92","0.046","2458843.274889","0.00059128256","3.4915666003499","0.00014097619","1.8904216619726","0.083425425","6.010387","0.119916","5520.4764365101","110.440475","4.6994321007233","0.36159956","57.019625396516","700.8512294269","36.222485","60.798","0.13635","3907","157","4.62346","0.011365","0.633154","0.0187025","","","0.614339","0.0202201","20","","2020-02-19","2020-02-19","2021-10-29"
"469184909","2953.01","","3","4","3","3","1","4","4","31","137.7","0","0","0","PC","PC","12.4794","0.02","1","qlp","QLP","148.534383","-57.048538","-8.872","0.055","4.692","0.06","2459331.16045","0.0013183","1.2926975","0.0000034","2.592","0.121","7.036609","0.00332","6460","3.05799","","","","","33","1205.9","49.43","","","","","","","","","","","9,10,36,37","found in faint-star QLP search; slight depth aperture correlation","2021-06-04","2021-11-04","2021-11-13"
"306547699","3216.01","","3","4","3","3","1","4","4","105.2","135.2","0","0","0","PC","PC","13.1235","0.017","1","qlp","QLP","179.457833","-62.327546","-6.864","0.092","0.657","0.083","2458622.252716","0.0097369","2.6991103","0.000966","5.504","1.29","16.277159","0.066467","14880","61.2164","","","770.945","1467","15","7186.76","2210.35","3922.8","331.1","","","","","","","","","10,11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"368287008","2015.01","","1","4","1","1","4","4","4","10.7","131.4","11","0","6","PC","PC","12.8387","0.007","1","spoc","SPOC","232.132653","27.361073","-56.166","0.066","63.966","0.067","2458956.033366","0.0013103944","3.3458902298575","0.0003079949","0.97521351154298","0.14332289","10.641183","0.79787","9753.0197846698","734.59503","3.3785144083962","0.39542657","11.700890907394","471.70934719416","11.9070215","47.3444","0.11295","3223","157","4.89993","0.00294439","0.324155","0.00966449","","","0.304345","0.0201868","24","Some odd-even","2020-06-19","2020-06-19","2021-10-29"
"234994474","134.01","","1","5","5","5","4","1","4","13.9","129","6","5","7","CP","CP","9.22978","0.007","1","spoc","UNKNOWN","350.028592","-60.065729","-319.961","0.102","-127.781","0.115","2458326.033161","0.00065292715","1.4015245156695","0.0000059932813","1.3219929558729","0.108556986","0.672414","0.04136","619.12401508452","38.093296","1.7395649290261","0.13575211","149.3738653334","891.63766196712","15.280327","25.1496","0.0239","3794","69","4.67812","0.063226","0.59700697660446","0.01815","","","0.58564","0.0205272","1,28","L 168-9 b","2018-09-05","2021-10-07","2021-10-29"
"447061717","1231.01","","2","5","5","2","4","4","4","2.6","126.2","7","2","5","PC","CP","10.2565","0.007","1","spoc","QLP","156.74726","-52.467872","-89.046","0.141","361.603","0.186","2458563.889063","0.0006053679","24.245582212415","0.00003584256","3.247352593511","0.08247211","6.833948","0.120093","6274.5310692519","110.60372","3.7097594879475","0.16766258","1.950642554877","301.41452242564","56.2112","27.6227","0.0609","3535","112","4.84874","0.46471","0.46527099609375","0.014057","","","0.462709","0.0204544","9,10,36","TOI-1231 b","2019-08-26","2021-07-14","2022-01-12"
"434226736","5095.01","","5","5","5","5","5","5","5","9.5","124.5","0","0","0","KP","KP","13.0275","0.008","1","spoc-s44-b02","SPOC","63.273935","15.247703","122.148","0.223","-18.337","0.118","2459501.774068","0.0010882552","3.4847528262488","0.00029493737","0.71718127705738","0.2384122","12.384503","1.115376","11341.740447579","1026.7719","3.1137985946145","1.0545624","9.5034188834702","447.80580342546","11.066787","44.9565","0.16585","3204","157","4.93668","0.00702832","0.29021599888802","0.00869257","","","0.265494","0.0201666","44","K2-25 b","2022-01-06","2022-01-06","2022-01-11"
"296739893","620.01","","1","4","4","1","4","4","4","12.6","123","7","4","9","PC","PC","10.2139","0.007","1","spoc","UNKNOWN","142.173446","-12.167165","35.872","0.105","-389.854","0.082","2458518.005713","0.0004671185","5.0988306056429","0.000006843831","1.0843550545688","0.1995132","3.071711","0.145562","2825.1517943126","134.05893","2.9256557383364","1.0402569","19.827281883687","538.18990191219","25.510231","33.0231","0.05845","3633","70","4.80423","0.365746","0.54745298624039","0.0165014","","","0.542958","0.0204441","8,35","","2019-04-13","2021-07-15","2021-10-29"
"389900760","2120.01","","3","4","4","3","3","4","4","3.5","122.9","6","1","3","PC","PC","12.8233","0.007","1","spoc","SPOC","23.507315","65.513988","306.282","0.065","-215.531","0.078","2458795.822707","0.0016090001","5.7998097318379","0.00006135209","0.92150089170403","0.13379121","10.200768","0.879115","9351.2573000234","809.36707","2.5815963222301","0.24471663","3.7367173932288","354.60292444646","12.118959","32.1755","0.05285","3179","157","4.99978","0.0153626","0.240233","0.00728193","","","0.210366","0.0201367","18,24,25","Low-SNR. Short V-shaped transit. Crowded field.","2020-07-29","2020-09-11","2021-10-29"
"399642071","4337.01","","2","4","2","2","1","4","4","17.3","118.6","0","0","0","PC","PC","11.1567","0.006","1","spoc","SPOC","164.289787","-69.979379","-29.87","0.057","-0.01","0.046","2459335.387793","0.0057187034","2.2901817579073","0.0009083393","4.5239814288813","0.6013991","2.196045","0.243747","2020.5884935424","224.47437","2.7689842277588","0.97438234","99.184831295859","804.87986714829","7.6064343","65.1329","0.14575","3953","123.519","4.6489","0.120623","0.61770302057266","0.0645854","","","0.62","0.08314","37,38","low SNR; possible instrument systematics","2021-07-28","2021-07-28","2021-10-29"
"900715901","2072.01","","2","4","2","2","4","4","4","10","116.3","5","2","6","PC","PC","11.6434","0.006","1","spoc","SPOC","173.986546","75.546629","-185.008","0.056","-87.324","0.05","2458685.156339","0.0021738182","3.1678960264304","0.000055233657","1.33290595039","0.64547646","3.798124","0.516675","3492.0896797479","475.76248","2.3147623709224","1.8896879","19.59942049764","536.63693099711","7.7655196","39.1185","0.04905","3546","119.826","4.93943","0.173715","0.388989","0.0521859","","","","","14,20,21","potential L1 candidate; low snr; check nearby stars","2020-07-15","2020-07-15","2021-10-29"
"285543785","1528.01","","3","4","3","3","4","4","4","57.1","116.2","3","1","6","PC","PC","9.716","0.033","1","qlp","QLP","13.222022","60.891685","-4.2","3.2","0.4","3.1","2458772.16702","0.00145","9.93856","0.00062","3.92","0.154","8.053385","2.996409","7390","2755.99","","","","","45","392.878","","","","","","","","","","","","17,18","No stellar information","2019-12-05","2020-05-20","2021-10-29"
"291580615","4751.01","","3","4","3","3","1","4","4","34.1","114.8","0","1","0","PC","PC","12.097","0.035","1","qlp-s33-faintsearch","QLP","105.842099","1.681222","0.4","2.8","-0.7","3","2459227.341639","0.000916","3.6014534","0.0000077","3.747","0.239","11.778755","0.002642","10790","2.43349","","","","","46","773.945","","","","","","","","","","","","7,33","found in faint-star QLP search; no stellar parameters; Rp may be too large depending on stellar radius","2021-12-21","2021-12-20","2021-12-23"
"212957629","2406.01","","1","4","4","1","4","4","4","5.6","114.7","7","1","5","CP","CP","14.3109","0.007","1","spoc-s42-s43-b0A","SPOC","8.806054","-3.372083","225.752","0.203","-336.273","0.115","2459475.946047","0.0024959205","3.0768584556985","0.00024790902","1.4009636870819","0.17288986","19.464829","1.695029","17768.023739817","1559.9612","2.8139252924993","0.24471967","6.6971086912177","410.29061821513","11.651586","55.419","0.2524","3163","157","5.0701","0.0262291","0.19660000503063","0.00604985","","","0.165654","0.0201034","30,42,43","TOI-2406 b now confirmed (Wells et al. 2021)","2020-11-24","2022-01-14","2022-01-26"
"32090583","218.01","","1","5","5","1","3","4","4","14.6","112.9","8","0","2","PC","PC","13.3292","0.008","1","spoc","UNKNOWN","58.422001","-68.738628","139.087","0.075","190.94","0.101","2458325.550495","0.00023941712","0.43833818065862","0.0000052467317","0.53747721022688","0.044524528","3.260273","0.223346","2998.3180551328","205.68845","1.8310648195238","0.11875117","155.77987231913","901.04729132174","18.3147","52.3428","0.13665","3146","","4.438","","0.28453800082207","0.0085297","","","0.259077","0.0201625","1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36","Bad transit shape; likely SV","2019-06-06","2021-07-14","2021-10-29"
"259377017","270.02","","1","4","1","1","4","4","4","2.8","112.8","38","4","4","CP","CP","10.4981","0.007","2","spoc","SPOC","68.41608","-51.957394","82.944","0.05","-269.755","0.051","2458389.679336","0.0005849191","11.379565339631","0.00001514839","2.2350305374591","0.07614999","3.42225","0.082712","3147.0461739044","76.177734","2.2539464482857","0.10260336","3.9180021335391","358.82766299998","39.073574","22.4793","0.01355","3551","74","4.83982","0.382963","0.37435799837112","0.0114957","","","0.362274","0.020491","3,4,5,30,32","TOI-270 d / TOI-270.02","2019-05-17","2021-10-14","2021-10-29"
"68035558","3917.01","","5","5","5","5","5","5","5","18.9","111.6","0","0","0","PC","FA","11.483","0","1","qlp","QLP","219.734394","37.027878","","","","","2458953.314052","0.0024586","8.3289771","0.0018843","2.984","0.771","6.544962","0.028926","6010","26.6416","","","","","20","","","","","","","","","","","","","23","found in faint-star QLP search; demoted as artifact in TICv8.2","2021-06-23","2021-06-23","2021-10-29"
"92226327","256.01","","5","5","5","5","5","5","5","0.2","110.9","0","0","4","KP","KP","11.2991","0.007","1","spoc","SPOC","11.248632","-15.274109","317.585","0.121","-596.617","0.085","2458399.928643","0.0011207586","24.73734116","0.0001405365","2.0690509769268","0.12742876","7.146432","0.321877","6560.492087026","296.41574","1.8439453091989","0.114572965","0.14391761038043","157.08988956967","19.97876","14.9861","0.01525","3131","","5.05701","","0.21553499996662","0.00655817","","","0.184589","0.0201091","3,30","LHS-1140 b","2018-11-30","2018-11-30","2021-11-02"
"175456679","2326.01","","3","4","3","3","3","4","4","0.5","110.5","1","0","1","PC","PC","9.456","0.019","1","qlp","QLP","350.491313","-40.174352","1.6","2","-9.6","1.9","2459059.03268","0.10366","42.91305","0.0065","5.733","0.235","3.501711","0.001111","3220","1.02307","","","21.0496","596","21","154.124","","","","","","","","","","","","2,28","Gaia DR2 RV error 3.5 km/s; phantom join with TIC 2055714063","2020-10-07","2020-10-07","2021-10-29"
"445145355","2738.01","","3","4","3","3","1","4","4","55.7","110.2","0","0","0","PC","PC","13.5607","0.012","1","qlp","QLP","100.781108","-17.9585","-7.441","2.123","-3.912","2.123","2458487.027945","0.0018284","1.5174038","0.0002969","1.635","0.277","15.549993","0.024705","14220","22.7541","","","","","26","","","","","","","","","","","","","6","no radius; found in faint-star QLP search","2021-06-03","2021-06-03","2021-10-29"
"742648307","3779.01","","3","4","3","3","1","4","4","18.7","106.9","1","0","0","PC","PC","13.4167","0.019","1","qlp","QLP","104.733224","49.968735","2.713","0.845","3.354","0.95","2458866.811176","0.00222","1.6183836","0.0002491","1.141","0.236","10.922981","4.220534","10010","3879.71","","","","","14","366.254","126.379","","","","","","","","","","","20","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"439456714","277.01","","4","4","4","4","4","4","4","15.5","106.5","3","2","7","PC","PC","11.7315","0.007","1","spoc","UNKNOWN","19.076698","-20.953277","-115.432","0.067","-249.177","0.049","2458385.036312","0.0007959427","3.9934418270472","0.000008306464","1.9693064725507","0.11264866","6.317673","0.278102","5801.895715864","256.10855","4.2556644739526","0.24329622","28.235972054029","587.9229796377","20.975157","64.6692","0.13825","3748","64","4.7573","0.343554","0.52311301231384","0.015618","","","0.520428","0.020342","3,30","","2018-11-30","2021-07-13","2021-10-29"
"312122956","1661.01","","3","4","3","3","4","4","4","9.7","105.4","0","1","9","PC","PC","10.1283","0.072","1","qlp","QLP","88.475966","30.446042","1.027","0.203","-4.059","0.16","2458817.53001","0.00721","2.05287","0.00089","2.876","0.486","0.98847","0.003134","910","2.88668","","","","","10","4488.38","1671.21","","","","","","","","","","","18,19","Gaia Teff = 8000 K; Gaia distance from parallax may not be reliable","2020-01-29","2020-01-29","2022-01-26"
"201186294","1634.01","","1","5","5","1","4","4","4","17","105.2","11","3","10","PC","CP","11.0136","0.007","1","spoc","SPOC","56.39061","37.11228","81.643","0.081","13.486","0.058","2458791.515001","0.0013370865","0.98933001100516","0.00010554207","1.0357614509997","0.3979622","1.651215","0.144301","1519.6695870074","132.89734","1.8303854109663","1.7299397","122.21502617418","848.00985789231","10.747845","35.2736","0.05265","3455","157","4.76798","0.00654032","0.465258","0.0136292","","","0.462696","0.0201353","18","Level one candidate","2020-01-14","2020-01-14","2021-10-29"
"370123525","3661.01","","3","4","3","3","1","4","4","44.2","105.1","1","0","0","PC","PC","12.8309","0.007","1","qlp","QLP","21.792202","58.96064","4.088","4.072","-9.506","4.072","2458813.071846","0.0030826","2.6405742","0.0006748","3.461","0.599","11.219134","0.017432","10280","16.0553","","","","","26","","","","","","","","","","","","","18","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"117256577","1156.01","","5","5","5","5","3","5","5","16.6","99.6","0","1","1","PC","APC","9.7032","0.6","1","qlp","QLP","300.419309","26.971662","-1.163","0.237","-2.205","0.268","2458684.87662","0.0021","1.68749","0.00025","2.527","0.116","1.999997","0.471052","1840.37","433.761","","","","","37","6079.49","2185.29","","","","","","","","","","","14","","2019-09-03","2019-09-03","2021-10-29"
"441135051","4661.01","","3","4","3","3","1","4","4","31.2","99.5","0","0","0","PC","PC","11.858","0.017","1","qlp-s31-faintsearch","QLP","40.520173","-17.50173","28.2","2","-42.05","2","2459156.854569","0.0012061","8.8085782","0.0000263","1.92","0.443","10.418609","0.024998","9550","23.0241","","","","","33","179.125","","","","","","","","","","","","4,31","found in faint-star QLP search; no stellar parameters","2021-12-21","2021-12-20","2021-12-23"
"170789802","4508.01","","2","4","2","2","1","4","4","6.3","99.4","3","0","0","PC","PC","11.8371","0.007","1","spoc","SPOC","69.614731","-31.189335","86.8","0.076","20.513","0.08","2458438.012099","0.00049501995","3.4672778935894","0.000009109895","0.40559276880313","0.23701005","3.977881","0.456074","3657.0603553388","419.9717","2.113546581762","1.3841863","13.960616562441","492.99884218855","9.370191","33.4412","0.04995","3383","157","4.89132","0.00204166","0.332563996315","0.0099286","","","0.314054","0.020206","5,32","potential L1 planet; low MES","2021-10-21","2021-10-21","2021-10-29"
"29960110","1201.01","","2","5","5","2","4","4","4","11.5","96","2","6","11","PC","CP","10.9473","0.007","1","spoc","UNKNOWN","42.2477","-14.537283","164.059","0.059","46.626","0.063","2458411.670877","0.0007329533","2.4919770849519","0.000007121616","1.4338140901689","0.28704116","2.275871","0.145877","2093.9594201468","134.34839","2.2187585070458","0.9862666","39.645266374445","639.98174261374","17.341845","37.8871","0.0516","3948","159","4.68962","0.389814","0.48238798975945","0.0146884","","","0.480382","0.0205473","4,31","visual binary; SG1 confirmed that TOI 1201 is the correct source of the TCE (not TOI 393)","2019-01-31","2021-07-14","2021-10-29"
